Extraction des impliquants premiers
T: Déjà Traité  P: Premier  A: en attente

Groupage N°1
T 010-00----1
T 01-000----1
T -10000----1
T 0100--0---1
T 010-0-0---1
T 01-00-0---1
T -1000-0---1
T 010--00---1
T 01-0-00---1
T -100-00---1
T 01--000---1
T -10-000---1
T -1-0000---1
T 0100---0--1
T 010-0--0--1
T 01-00--0--1
T -1000--0--1
T 010--0-0--1
T 01-0-0-0--1
T -100-0-0--1
T 01--00-0--1
T -10-00-0--1
T -1-000-0--1
T 010---00--1
T 01-0--00--1
T -100--00--1
T 01--0-00--1
T -10-0-00--1
T -1-00-00--1
T 01---000--1
T -10--000--1
T -1-0-000--1
T -1--0000--1
T 0100----0-1
T 010-0---0-1
T 01-00---0-1
T -1000---0-1
T 010--0--0-1
T 01-0-0--0-1
T -100-0--0-1
T 01--00--0-1
T -10-00--0-1
T -1-000--0-1
T 010---0-0-1
T 01-0--0-0-1
T -100--0-0-1
T 01--0-0-0-1
T -10-0-0-0-1
T -1-00-0-0-1
T 01---00-0-1
T -10--00-0-1
T -1-0-00-0-1
T -1--000-0-1
T 010----00-1
T 01-0---00-1
T -100---00-1
T 01--0--00-1
T -10-0--00-1
T -1-00--00-1
T 01---0-00-1
T -10--0-00-1
T -1-0-0-00-1
T -1--00-00-1
T 01----000-1
T -10---000-1
T -1-0--000-1
T -1--0-000-1
T -1---0000-1
T 0100-----01
T 010-0----01
T 01-00----01
T -1000----01
T 010--0---01
T 01-0-0---01
T -100-0---01
T 01--00---01
T -10-00---01
T -1-000---01
T 010---0--01
T 01-0--0--01
T -100--0--01
T 01--0-0--01
T -10-0-0--01
T -1-00-0--01
T 01---00--01
T -10--00--01
T -1-0-00--01
T -1--000--01
T 010----0-01
T 01-0---0-01
T -100---0-01
T 01--0--0-01
T -10-0--0-01
T -1-00--0-01
T 01---0-0-01
T -10--0-0-01
T -1-0-0-0-01
T -1--00-0-01
T 01----00-01
T -10---00-01
T -1-0--00-01
T -1--0-00-01
T -1---000-01
T 010-----001
T 01-0----001
T -100----001
T 01--0---001
T -10-0---001
T -1-00---001
T 01---0--001
T -10--0--001
T -1-0-0--001
T -1--00--001
T 01----0-001
T -10---0-001
T -1-0--0-001
T -1--0-0-001
T -1---00-001
T 01-----0001
T -10----0001
T -1-0---0001
T -1--0--0001
T 10000-----1
T 1000-0----1
T 100-00----1
T 10-000----1
T 1-0000----1
T 1000--0---1
T 100-0-0---1
T 10-00-0---1
T 1-000-0---1
T 100--00---1
T 10-0-00---1
T 1-00-00---1
T 10--000---1
T 1-0-000---1
T 1--0000---1
T 1000---0--1
T 100-0--0--1
T 10-00--0--1
T 1-000--0--1
T 100--0-0--1
T 10-0-0-0--1
T 1-00-0-0--1
T 10--00-0--1
T 1-0-00-0--1
T 1--000-0--1
T 100---00--1
T 10-0--00--1
T 1-00--00--1
T 10--0-00--1
T 1-0-0-00--1
T 1--00-00--1
T 10---000--1
T 1-0--000--1
T 1--0-000--1
T 1---0000--1
T 1000----0-1
T 100-0---0-1
T 10-00---0-1
T 1-000---0-1
T 100--0--0-1
T 10-0-0--0-1
T 1-00-0--0-1
T 10--00--0-1
T 1-0-00--0-1
T 1--000--0-1
T 100---0-0-1
T 10-0--0-0-1
T 1-00--0-0-1
T 10--0-0-0-1
T 1-0-0-0-0-1
T 1--00-0-0-1
T 10---00-0-1
T 1-0--00-0-1
T 1--0-00-0-1
T 1---000-0-1
T 100----00-1
T 10-0---00-1
T 1-00---00-1
T 10--0--00-1
T 1-0-0--00-1
T 1--00--00-1
T 10---0-00-1
T 1-0--0-00-1
T 1--0-0-00-1
T 1---00-00-1
T 10----000-1
T 1-0---000-1
T 1--0--000-1
T 1---0-000-1
T 1----0000-1
T 1000-----01
T 100-0----01
T 10-00----01
T 1-000----01
T 100--0---01
T 10-0-0---01
T 1-00-0---01
T 10--00---01
T 1-0-00---01
T 1--000---01
T 100---0--01
T 10-0--0--01
T 1-00--0--01
T 10--0-0--01
T 1-0-0-0--01
T 1--00-0--01
T 10---00--01
T 1-0--00--01
T 1--0-00--01
T 1---000--01
T 100----0-01
T 10-0---0-01
T 1-00---0-01
T 10--0--0-01
T 1-0-0--0-01
T 1--00--0-01
T 10---0-0-01
T 1-0--0-0-01
T 1--0-0-0-01
T 1---00-0-01
T 10----00-01
T 1-0---00-01
T 1--0--00-01
T 1---0-00-01
T 1----000-01
T 100-----001
T 10-0----001
T 1-00----001
T 10--0---001
T 1-0-0---001
T 1--00---001
T 10---0--001
T 1-0--0--001
T 1--0-0--001
T 1---00--001
T 10----0-001
T 1-0---0-001
T 1--0--0-001
T 1---0-0-001
T 1----00-001
T 10-----0001
T 1-0----0001
T 1--0---0001
T 1---0--0001
T 000-----111
T 00-0----111
T 0-00----111
T -000----111
T 00--0---111
T 0-0-0---111
T -00-0---111
T 0--00---111
T -0-00---111
T --000---111
T 00---0--111
T 0-0--0--111
T -00--0--111
T 0--0-0--111
T -0-0-0--111
T --00-0--111
T 0---00--111
T -0--00--111
T --0-00--111
T ---000--111
T 00----0-111
T 0-0---0-111
T -00---0-111
T 0--0--0-111
T -0-0--0-111
T --00--0-111
T 0---0-0-111
T -0--0-0-111
T --0-0-0-111
T ---00-0-111
T 0----00-111
T -0---00-111
T --0--00-111
T ---0-00-111
T ----000-111
T 00-----0111
T 0-0----0111
T -00----0111
T 0--0---0111
T -0-0---0111
T --00---0111
T 0---0--0111
T -0--0--0111
T --0-0--0111
T ---00--0111
T 0----0-0111
T -0---0-0111
T --0--0-0111
T ---0-0-0111
T ----00-0111
T 0-----00111
T -0----00111
T --0---00111
T ---0--00111
T ----0-00111
T -----000111
T 000----1-11
T 00-0---1-11
T 0-00---1-11
T -000---1-11
T 00--0--1-11
T 0-0-0--1-11
T -00-0--1-11
T 0--00--1-11
T -0-00--1-11
T --000--1-11
T 00---0-1-11
T 0-0--0-1-11
T -00--0-1-11
T 0--0-0-1-11
T -0-0-0-1-11
T --00-0-1-11
T 0---00-1-11
T -0--00-1-11
T --0-00-1-11
T ---000-1-11
T 00----01-11
T 0-0---01-11
T -00---01-11
T 0--0--01-11
T -0-0--01-11
T --00--01-11
T 0---0-01-11
T -0--0-01-11
T --0-0-01-11
T ---00-01-11
T 0----001-11
T -0---001-11
T --0--001-11
T ---0-001-11
T ----0001-11
T 00-----1011
T 0-0----1011
T -00----1011
T 0--0---1011
T -0-0---1011
T --00---1011
T 0---0--1011
T -0--0--1011
T --0-0--1011
T ---00--1011
T 0----0-1011
T -0---0-1011
T --0--0-1011
T ---0-0-1011
T ----00-1011
T 0-----01011
T -0----01011
T --0---01011
T ---0--01011
T ----0-01011
T -----001011
T 000----11-1
T 00-0---11-1
T 0-00---11-1
T -000---11-1
T 00--0--11-1
T 0-0-0--11-1
T -00-0--11-1
T 0--00--11-1
T -0-00--11-1
T --000--11-1
T 00---0-11-1
T 0-0--0-11-1
T -00--0-11-1
T 0--0-0-11-1
T -0-0-0-11-1
T --00-0-11-1
T 0---00-11-1
T -0--00-11-1
T --0-00-11-1
T ---000-11-1
T 00----011-1
T 0-0---011-1
T -00---011-1
T 0--0--011-1
T -0-0--011-1
T --00--011-1
T 0---0-011-1
T -0--0-011-1
T --0-0-011-1
T ---00-011-1
T 0----0011-1
T -0---0011-1
T --0--0011-1
T ---0-0011-1
T ----00011-1
T 00-----1101
T 0-0----1101
T -00----1101
T 0--0---1101
T -0-0---1101
T --00---1101
T 0---0--1101
T -0--0--1101
T --0-0--1101
T ---00--1101
T 0----0-1101
T -0---0-1101
T --0--0-1101
T ---0-0-1101
T ----00-1101
T 0-----01101
T -0----01101
T --0---01101
T ---0--01101
T ----0-01101
T -----001101
T 000---1--11
T 00-0--1--11
T 0-00--1--11
T -000--1--11
T 00--0-1--11
T 0-0-0-1--11
T -00-0-1--11
T 0--00-1--11
T -0-00-1--11
T --000-1--11
T 00---01--11
T 0-0--01--11
T -00--01--11
T 0--0-01--11
T -0-0-01--11
T --00-01--11
T 0---001--11
T -0--001--11
T --0-001--11
T ---0001--11
T 00----10-11
T 0-0---10-11
T -00---10-11
T 0--0--10-11
T -0-0--10-11
T --00--10-11
T 0---0-10-11
T -0--0-10-11
T --0-0-10-11
T ---00-10-11
T 0----010-11
T -0---010-11
T --0--010-11
T ---0-010-11
T ----0010-11
T 00----1-011
T 0-0---1-011
T -00---1-011
T 0--0--1-011
T -0-0--1-011
T --00--1-011
T 0---0-1-011
T -0--0-1-011
T --0-0-1-011
T ---00-1-011
T 0----01-011
T -0---01-011
T --0--01-011
T ---0-01-011
T ----001-011
T 0-----10011
T -0----10011
T --0---10011
T ---0--10011
T ----0-10011
T 000---1-1-1
T 00-0--1-1-1
T 0-00--1-1-1
T -000--1-1-1
T 00--0-1-1-1
T 0-0-0-1-1-1
T -00-0-1-1-1
T 0--00-1-1-1
T -0-00-1-1-1
T --000-1-1-1
T 00---01-1-1
T 0-0--01-1-1
T -00--01-1-1
T 0--0-01-1-1
T -0-0-01-1-1
T --00-01-1-1
T 0---001-1-1
T -0--001-1-1
T --0-001-1-1
T ---0001-1-1
T 00----101-1
T 0-0---101-1
T -00---101-1
T 0--0--101-1
T -0-0--101-1
T --00--101-1
T 0---0-101-1
T -0--0-101-1
T --0-0-101-1
T ---00-101-1
T 0----0101-1
T -0---0101-1
T --0--0101-1
T ---0-0101-1
T ----00101-1
T 00----1-101
T 0-0---1-101
T -00---1-101
T 0--0--1-101
T -0-0--1-101
T --00--1-101
T 0---0-1-101
T -0--0-1-101
T --0-0-1-101
T ---00-1-101
T 0----01-101
T -0---01-101
T --0--01-101
T ---0-01-101
T ----001-101
T 0-----10101
T -0----10101
T --0---10101
T ---0--10101
T ----0-10101
T 000---11--1
T 00-0--11--1
T 0-00--11--1
T -000--11--1
T 00--0-11--1
T 0-0-0-11--1
T -00-0-11--1
T 0--00-11--1
T -0-00-11--1
T --000-11--1
T 00---011--1
T 0-0--011--1
T -00--011--1
T 0--0-011--1
T -0-0-011--1
T --00-011--1
T 0---0011--1
T -0--0011--1
T --0-0011--1
T ---00011--1
T 00----110-1
T 0-0---110-1
T -00---110-1
T 0--0--110-1
T -0-0--110-1
T --00--110-1
T 0---0-110-1
T -0--0-110-1
T --0-0-110-1
T ---00-110-1
T 0----0110-1
T -0---0110-1
T --0--0110-1
T ---0-0110-1
T ----00110-1
T 00----11-01
T 0-0---11-01
T -00---11-01
T 0--0--11-01
T -0-0--11-01
T --00--11-01
T 0---0-11-01
T -0--0-11-01
T --0-0-11-01
T ---00-11-01
T 0----011-01
T -0---011-01
T --0--011-01
T ---0-011-01
T ----0011-01
T 0-----11001
T -0----11001
T --0---11001
T ---0--11001
T ----0-11001
T 000--1---11
T 00-0-1---11
T 0-00-1---11
T -000-1---11
T 00--01---11
T 0-0-01---11
T -00-01---11
T 0--001---11
T -0-001---11
T --0001---11
T 00---10--11
T 0-0--10--11
T -00--10--11
T 0--0-10--11
T -0-0-10--11
T --00-10--11
T 0---010--11
T -0--010--11
T --0-010--11
T ---0010--11
T 00---1-0-11
T 0-0--1-0-11
T -00--1-0-11
T 0--0-1-0-11
T -0-0-1-0-11
T --00-1-0-11
T 0---01-0-11
T -0--01-0-11
T --0-01-0-11
T ---001-0-11
T 0----100-11
T -0---100-11
T --0--100-11
T ---0-100-11
T ----0100-11
T 00---1--011
T 0-0--1--011
T -00--1--011
T 0--0-1--011
T -0-0-1--011
T --00-1--011
T 0---01--011
T -0--01--011
T --0-01--011
T ---001--011
T 0----10-011
T -0---10-011
T --0--10-011
T ---0-10-011
T ----010-011
T 0----1-0011
T -0---1-0011
T --0--1-0011
T ---0-1-0011
T ----01-0011
T 000--1--1-1
T 00-0-1--1-1
T 0-00-1--1-1
T -000-1--1-1
T 00--01--1-1
T 0-0-01--1-1
T -00-01--1-1
T 0--001--1-1
T -0-001--1-1
T --0001--1-1
T 00---10-1-1
T 0-0--10-1-1
T -00--10-1-1
T 0--0-10-1-1
T -0-0-10-1-1
T --00-10-1-1
T 0---010-1-1
T -0--010-1-1
T --0-010-1-1
T ---0010-1-1
T 00---1-01-1
T 0-0--1-01-1
T -00--1-01-1
T 0--0-1-01-1
T -0-0-1-01-1
T --00-1-01-1
T 0---01-01-1
T -0--01-01-1
T --0-01-01-1
T ---001-01-1
T 0----1001-1
T -0---1001-1
T --0--1001-1
T ---0-1001-1
T ----01001-1
T 00---1--101
T 0-0--1--101
T -00--1--101
T 0--0-1--101
T -0-0-1--101
T --00-1--101
T 0---01--101
T -0--01--101
T --0-01--101
T ---001--101
T 0----10-101
T -0---10-101
T --0--10-101
T ---0-10-101
T ----010-101
T 0----1-0101
T -0---1-0101
T --0--1-0101
T ---0-1-0101
T ----01-0101
T 000--1-1--1
T 00-0-1-1--1
T 0-00-1-1--1
T -000-1-1--1
T 00--01-1--1
T 0-0-01-1--1
T -00-01-1--1
T 0--001-1--1
T -0-001-1--1
T --0001-1--1
T 00---101--1
T 0-0--101--1
T -00--101--1
T 0--0-101--1
T -0-0-101--1
T --00-101--1
T 0---0101--1
T -0--0101--1
T --0-0101--1
T ---00101--1
T 00---1-10-1
T 0-0--1-10-1
T -00--1-10-1
T 0--0-1-10-1
T -0-0-1-10-1
T --00-1-10-1
T 0---01-10-1
T -0--01-10-1
T --0-01-10-1
T ---001-10-1
T 0----1010-1
T -0---1010-1
T --0--1010-1
T ---0-1010-1
T ----01010-1
T 00---1-1-01
T 0-0--1-1-01
T -00--1-1-01
T 0--0-1-1-01
T -0-0-1-1-01
T --00-1-1-01
T 0---01-1-01
T -0--01-1-01
T --0-01-1-01
T ---001-1-01
T 0----101-01
T -0---101-01
T --0--101-01
T ---0-101-01
T ----0101-01
T 0----1-1001
T -0---1-1001
T --0--1-1001
T ---0-1-1001
T ----01-1001
T 000--11---1
T 00-0-11---1
T 0-00-11---1
T -000-11---1
T 00--011---1
T 0-0-011---1
T -00-011---1
T 0--0011---1
T -0-0011---1
T --00011---1
T 00---110--1
T 0-0--110--1
T -00--110--1
T 0--0-110--1
T -0-0-110--1
T --00-110--1
T 0---0110--1
T -0--0110--1
T --0-0110--1
T ---00110--1
T 00---11-0-1
T 0-0--11-0-1
T -00--11-0-1
T 0--0-11-0-1
T -0-0-11-0-1
T --00-11-0-1
T 0---011-0-1
T -0--011-0-1
T --0-011-0-1
T ---0011-0-1
T 0----1100-1
T -0---1100-1
T --0--1100-1
T ---0-1100-1
T ----01100-1
T 00---11--01
T 0-0--11--01
T -00--11--01
T 0--0-11--01
T -0-0-11--01
T --00-11--01
T 0---011--01
T -0--011--01
T --0-011--01
T ---0011--01
T 0----110-01
T -0---110-01
T --0--110-01
T ---0-110-01
T ----0110-01
T 0----11-001
T -0---11-001
T --0--11-001
T ---0-11-001
T ----011-001
T 000-1----11
T 00-01----11
T 0-001----11
T -0001----11
T 00--10---11
T 0-0-10---11
T -00-10---11
T 0--010---11
T -0-010---11
T --0010---11
T 00--1-0--11
T 0-0-1-0--11
T -00-1-0--11
T 0--01-0--11
T -0-01-0--11
T --001-0--11
T 0---100--11
T -0--100--11
T --0-100--11
T ---0100--11
T 00--1--0-11
T 0-0-1--0-11
T -00-1--0-11
T 0--01--0-11
T -0-01--0-11
T --001--0-11
T 0---10-0-11
T -0--10-0-11
T --0-10-0-11
T ---010-0-11
T 0---1-00-11
T -0--1-00-11
T --0-1-00-11
T ---01-00-11
T ----1000-11
T 00--1---011
T 0-0-1---011
T -00-1---011
T 0--01---011
T -0-01---011
T --001---011
T 0---10--011
T -0--10--011
T --0-10--011
T ---010--011
T 0---1-0-011
T -0--1-0-011
T --0-1-0-011
T ---01-0-011
T ----100-011
T 0---1--0011
T -0--1--0011
T --0-1--0011
T ---01--0011
T 000-1---1-1
T 00-01---1-1
T 0-001---1-1
T -0001---1-1
T 00--10--1-1
T 0-0-10--1-1
T -00-10--1-1
T 0--010--1-1
T -0-010--1-1
T --0010--1-1
T 00--1-0-1-1
T 0-0-1-0-1-1
T -00-1-0-1-1
T 0--01-0-1-1
T -0-01-0-1-1
T --001-0-1-1
T 0---100-1-1
T -0--100-1-1
T --0-100-1-1
T ---0100-1-1
T 00--1--01-1
T 0-0-1--01-1
T -00-1--01-1
T 0--01--01-1
T -0-01--01-1
T --001--01-1
T 0---10-01-1
T -0--10-01-1
T --0-10-01-1
T ---010-01-1
T 0---1-001-1
T -0--1-001-1
T --0-1-001-1
T ---01-001-1
T ----10001-1
T 00--1---101
T 0-0-1---101
T -00-1---101
T 0--01---101
T -0-01---101
T --001---101
T 0---10--101
T -0--10--101
T --0-10--101
T ---010--101
T 0---1-0-101
T -0--1-0-101
T --0-1-0-101
T ---01-0-101
T ----100-101
T 0---1--0101
T -0--1--0101
T --0-1--0101
T ---01--0101
T 000-1--1--1
T 00-01--1--1
T 0-001--1--1
T -0001--1--1
T 00--10-1--1
T 0-0-10-1--1
T -00-10-1--1
T 0--010-1--1
T -0-010-1--1
T --0010-1--1
T 00--1-01--1
T 0-0-1-01--1
T -00-1-01--1
T 0--01-01--1
T -0-01-01--1
T --001-01--1
T 0---1001--1
T -0--1001--1
T --0-1001--1
T ---01001--1
T 00--1--10-1
T 0-0-1--10-1
T -00-1--10-1
T 0--01--10-1
T -0-01--10-1
T --001--10-1
T 0---10-10-1
T -0--10-10-1
T --0-10-10-1
T ---010-10-1
T 0---1-010-1
T -0--1-010-1
T --0-1-010-1
T ---01-010-1
T ----10010-1
T 00--1--1-01
T 0-0-1--1-01
T -00-1--1-01
T 0--01--1-01
T -0-01--1-01
T --001--1-01
T 0---10-1-01
T -0--10-1-01
T --0-10-1-01
T ---010-1-01
T 0---1-01-01
T -0--1-01-01
T --0-1-01-01
T ---01-01-01
T ----1001-01
T 0---1--1001
T -0--1--1001
T --0-1--1001
T ---01--1001
T 000-1-1---1
T 00-01-1---1
T 0-001-1---1
T -0001-1---1
T 00--101---1
T 0-0-101---1
T -00-101---1
T 0--0101---1
T -0-0101---1
T --00101---1
T 00--1-10--1
T 0-0-1-10--1
T -00-1-10--1
T 0--01-10--1
T -0-01-10--1
T --001-10--1
T 0---1010--1
T -0--1010--1
T --0-1010--1
T ---01010--1
T 00--1-1-0-1
T 0-0-1-1-0-1
T -00-1-1-0-1
T 0--01-1-0-1
T -0-01-1-0-1
T --001-1-0-1
T 0---101-0-1
T -0--101-0-1
T --0-101-0-1
T ---0101-0-1
T 0---1-100-1
T -0--1-100-1
T --0-1-100-1
T ---01-100-1
T 00--1-1--01
T 0-0-1-1--01
T -00-1-1--01
T 0--01-1--01
T -0-01-1--01
T --001-1--01
T 0---101--01
T -0--101--01
T --0-101--01
T ---0101--01
T 0---1-10-01
T -0--1-10-01
T --0-1-10-01
T ---01-10-01
T 0---1-1-001
T -0--1-1-001
T --0-1-1-001
T ---01-1-001
T 000-11----1
T 00-011----1
T 0-0011----1
T -00011----1
T 00--110---1
T 0-0-110---1
T -00-110---1
T 0--0110---1
T -0-0110---1
T --00110---1
T 00--11-0--1
T 0-0-11-0--1
T -00-11-0--1
T 0--011-0--1
T -0-011-0--1
T --0011-0--1
T 0---1100--1
T -0--1100--1
T --0-1100--1
T ---01100--1
T 00--11--0-1
T 0-0-11--0-1
T -00-11--0-1
T 0--011--0-1
T -0-011--0-1
T --0011--0-1
T 0---110-0-1
T -0--110-0-1
T --0-110-0-1
T ---0110-0-1
T 0---11-00-1
T -0--11-00-1
T --0-11-00-1
T ---011-00-1
T 00--11---01
T 0-0-11---01
T -00-11---01
T 0--011---01
T -0-011---01
T --0011---01
T 0---110--01
T -0--110--01
T --0-110--01
T ---0110--01
T 0---11-0-01
T -0--11-0-01
T --0-11-0-01
T ---011-0-01
T 0---11--001
T -0--11--001
T --0-11--001
T ---011--001
T 0001-----11
T 00-10----11
T 0-010----11
T -0010----11
T 00-1-0---11
T 0-01-0---11
T -001-0---11
T 0--100---11
T -0-100---11
T --0100---11
T 00-1--0--11
T 0-01--0--11
T -001--0--11
T 0--10-0--11
T -0-10-0--11
T --010-0--11
T 0--1-00--11
T -0-1-00--11
T --01-00--11
T ---1000--11
T 00-1---0-11
T 0-01---0-11
T -001---0-11
T 0--10--0-11
T -0-10--0-11
T --010--0-11
T 0--1-0-0-11
T -0-1-0-0-11
T --01-0-0-11
T ---100-0-11
T 0--1--00-11
T -0-1--00-11
T --01--00-11
T ---10-00-11
T ---1-000-11
T 00-1----011
T 0-01----011
T -001----011
T 0--10---011
T -0-10---011
T --010---011
T 0--1-0--011
T -0-1-0--011
T --01-0--011
T ---100--011
T 0--1--0-011
T -0-1--0-011
T --01--0-011
T ---10-0-011
T ---1-00-011
T 0--1---0011
T -0-1---0011
T --01---0011
T ---10--0011
T 0001----1-1
T 00-10---1-1
T 0-010---1-1
T -0010---1-1
T 00-1-0--1-1
T 0-01-0--1-1
T -001-0--1-1
T 0--100--1-1
T -0-100--1-1
T --0100--1-1
T 00-1--0-1-1
T 0-01--0-1-1
T -001--0-1-1
T 0--10-0-1-1
T -0-10-0-1-1
T --010-0-1-1
T 0--1-00-1-1
T -0-1-00-1-1
T --01-00-1-1
T ---1000-1-1
T 00-1---01-1
T 0-01---01-1
T -001---01-1
T 0--10--01-1
T -0-10--01-1
T --010--01-1
T 0--1-0-01-1
T -0-1-0-01-1
T --01-0-01-1
T ---100-01-1
T 0--1--001-1
T -0-1--001-1
T --01--001-1
T ---10-001-1
T ---1-0001-1
T 00-1----101
T 0-01----101
T -001----101
T 0--10---101
T -0-10---101
T --010---101
T 0--1-0--101
T -0-1-0--101
T --01-0--101
T ---100--101
T 0--1--0-101
T -0-1--0-101
T --01--0-101
T ---10-0-101
T ---1-00-101
T 0--1---0101
T -0-1---0101
T --01---0101
T ---10--0101
T 0001---1--1
T 00-10--1--1
T 0-010--1--1
T -0010--1--1
T 00-1-0-1--1
T 0-01-0-1--1
T -001-0-1--1
T 0--100-1--1
T -0-100-1--1
T --0100-1--1
T 00-1--01--1
T 0-01--01--1
T -001--01--1
T 0--10-01--1
T -0-10-01--1
T --010-01--1
T 0--1-001--1
T -0-1-001--1
T --01-001--1
T ---10001--1
T 00-1---10-1
T 0-01---10-1
T -001---10-1
T 0--10--10-1
T -0-10--10-1
T --010--10-1
T 0--1-0-10-1
T -0-1-0-10-1
T --01-0-10-1
T ---100-10-1
T 0--1--010-1
T -0-1--010-1
T --01--010-1
T ---10-010-1
T ---1-0010-1
T 00-1---1-01
T 0-01---1-01
T -001---1-01
T 0--10--1-01
T -0-10--1-01
T --010--1-01
T 0--1-0-1-01
T -0-1-0-1-01
T --01-0-1-01
T ---100-1-01
T 0--1--01-01
T -0-1--01-01
T --01--01-01
T ---10-01-01
T ---1-001-01
T 0--1---1001
T -0-1---1001
T --01---1001
T ---10--1001
T 0001--1---1
T 00-10-1---1
T 0-010-1---1
T -0010-1---1
T 00-1-01---1
T 0-01-01---1
T -001-01---1
T 0--1001---1
T -0-1001---1
T --01001---1
T 00-1--10--1
T 0-01--10--1
T -001--10--1
T 0--10-10--1
T -0-10-10--1
T --010-10--1
T 0--1-010--1
T -0-1-010--1
T --01-010--1
T ---10010--1
T 00-1--1-0-1
T 0-01--1-0-1
T -001--1-0-1
T 0--10-1-0-1
T -0-10-1-0-1
T --010-1-0-1
T 0--1-01-0-1
T -0-1-01-0-1
T --01-01-0-1
T ---1001-0-1
T 0--1--100-1
T -0-1--100-1
T --01--100-1
T ---10-100-1
T 00-1--1--01
T 0-01--1--01
T -001--1--01
T 0--10-1--01
T -0-10-1--01
T --010-1--01
T 0--1-01--01
T -0-1-01--01
T --01-01--01
T ---1001--01
T 0--1--10-01
T -0-1--10-01
T --01--10-01
T ---10-10-01
T 0--1--1-001
T -0-1--1-001
T --01--1-001
T ---10-1-001
T 0001-1----1
T 00-101----1
T 0-0101----1
T -00101----1
T 00-1-10---1
T 0-01-10---1
T -001-10---1
T 0--1010---1
T -0-1010---1
T --01010---1
T 00-1-1-0--1
T 0-01-1-0--1
T -001-1-0--1
T 0--101-0--1
T -0-101-0--1
T --0101-0--1
T 0--1-100--1
T -0-1-100--1
T --01-100--1
T ---10100--1
T 00-1-1--0-1
T 0-01-1--0-1
T -001-1--0-1
T 0--101--0-1
T -0-101--0-1
T --0101--0-1
T 0--1-10-0-1
T -0-1-10-0-1
T --01-10-0-1
T ---1010-0-1
T 0--1-1-00-1
T -0-1-1-00-1
T --01-1-00-1
T ---101-00-1
T 00-1-1---01
T 0-01-1---01
T -001-1---01
T 0--101---01
T -0-101---01
T --0101---01
T 0--1-10--01
T -0-1-10--01
T --01-10--01
T ---1010--01
T 0--1-1-0-01
T -0-1-1-0-01
T --01-1-0-01
T ---101-0-01
T 0--1-1--001
T -0-1-1--001
T --01-1--001
T ---101--001
T 00011-----1
T 00-110----1
T 0-0110----1
T -00110----1
T 00-11-0---1
T 0-011-0---1
T -0011-0---1
T 0--1100---1
T -0-1100---1
T --01100---1
T 00-11--0--1
T 0-011--0--1
T -0011--0--1
T 0--110-0--1
T -0-110-0--1
T --0110-0--1
T 0--11-00--1
T -0-11-00--1
T --011-00--1
T ---11000--1
T 00-11---0-1
T 0-011---0-1
T -0011---0-1
T 0--110--0-1
T -0-110--0-1
T --0110--0-1
T 0--11-0-0-1
T -0-11-0-0-1
T --011-0-0-1
T ---1100-0-1
T 0--11--00-1
T -0-11--00-1
T --011--00-1
T 00-11----01
T 0-011----01
T -0011----01
T 0--110---01
T -0-110---01
T --0110---01
T 0--11-0--01
T -0-11-0--01
T --011-0--01
T ---1100--01
T 0--11--0-01
T -0-11--0-01
T --011--0-01
T 0--11---001
T -0-11---001
T --011---001
T 0010-----11
T 001-0----11
T 0-100----11
T -0100----11
T 001--0---11
T 0-10-0---11
T -010-0---11
T 0-1-00---11
T -01-00---11
T --1000---11
T 001---0--11
T 0-10--0--11
T -010--0--11
T 0-1-0-0--11
T -01-0-0--11
T --100-0--11
T 0-1--00--11
T -01--00--11
T --10-00--11
T --1-000--11
T 001----0-11
T 0-10---0-11
T -010---0-11
T 0-1-0--0-11
T -01-0--0-11
T --100--0-11
T 0-1--0-0-11
T -01--0-0-11
T --10-0-0-11
T --1-00-0-11
T 0-1---00-11
T -01---00-11
T --10--00-11
T --1-0-00-11
T --1--000-11
T 001-----011
T 0-10----011
T -010----011
T 0-1-0---011
T -01-0---011
T --100---011
T 0-1--0--011
T -01--0--011
T --10-0--011
T --1-00--011
T 0-1---0-011
T -01---0-011
T --10--0-011
T --1-0-0-011
T --1--00-011
T 0-1----0011
T -01----0011
T --10---0011
T --1-0--0011
T 0010----1-1
T 001-0---1-1
T 0-100---1-1
T -0100---1-1
T 001--0--1-1
T 0-10-0--1-1
T -010-0--1-1
T 0-1-00--1-1
T -01-00--1-1
T --1000--1-1
T 001---0-1-1
T 0-10--0-1-1
T -010--0-1-1
T 0-1-0-0-1-1
T -01-0-0-1-1
T --100-0-1-1
T 0-1--00-1-1
T -01--00-1-1
T --10-00-1-1
T --1-000-1-1
T 001----01-1
T 0-10---01-1
T -010---01-1
T 0-1-0--01-1
T -01-0--01-1
T --100--01-1
T 0-1--0-01-1
T -01--0-01-1
T --10-0-01-1
T --1-00-01-1
T 0-1---001-1
T -01---001-1
T --10--001-1
T --1-0-001-1
T --1--0001-1
T 001-----101
T 0-10----101
T -010----101
T 0-1-0---101
T -01-0---101
T --100---101
T 0-1--0--101
T -01--0--101
T --10-0--101
T --1-00--101
T 0-1---0-101
T -01---0-101
T --10--0-101
T --1-0-0-101
T --1--00-101
T 0-1----0101
T -01----0101
T --10---0101
T --1-0--0101
T 0010---1--1
T 001-0--1--1
T 0-100--1--1
T -0100--1--1
T 001--0-1--1
T 0-10-0-1--1
T -010-0-1--1
T 0-1-00-1--1
T -01-00-1--1
T --1000-1--1
T 001---01--1
T 0-10--01--1
T -010--01--1
T 0-1-0-01--1
T -01-0-01--1
